card_a,card_b,co_occurrence,win_rate_together
Earthquake,Elixir Golem,1130,0.5257
Barbarian,Royal Recruits,1129,0.5102
Golden Knight,Wall Breakers,1128,0.516
Battle Ram,Night Witch,1128,0.484
Goblin Cage,Prince,1128,0.5035
Giant Skeleton,Princess,1124,0.4012
Electro Giant,Hunter,1122,0.5285
Ice Golem,Lightning,1122,0.5365
Giant,Tombstone,1121,0.5192
Valkyrie,X-Bow,1121,0.4683
Electro Giant,Royal Delivery,1121,0.5219
Bowler,Earthquake,1120,0.5223
Bat,Electro Dragon,1118,0.5081
Battle Ram,Flying Machine,1116,0.5108
Elixir Golem,Prince,1115,0.5157
Baby Dragon,Tesla,1115,0.4646
Goblins,Lava Hound,1110,0.536
Baby Dragon,Cannon Cart,1110,0.4757
Bowler,Magic Archer,1109,0.4959
Electro Dragon,Goblins,1108,0.5108
Golem,Prince,1108,0.5532
Fisherman,Golem,1108,0.5153
Hunter,Tornado,1108,0.5289
Goblins,Magic Archer,1108,0.4982
Wall Breakers,Wizard,1106,0.5018
Electro Spirit,Wizard,1104,0.5362
Princess,Spear Goblin,1104,0.5136
Ice Golem,Mother Witch,1097,0.5406
Bat,Cannon Cart,1095,0.5607
Guard,Ice Wizard,1093,0.5041
Giant Skeleton,Goblin Drill,1093,0.5398
Goblin Giant,Princess,1090,0.4862
Monk,Mortar,1090,0.5211
Furnace,Goblin Giant,1088,0.4945
Balloon,Skeleton Barrel,1088,0.4972
Cannon Cart,Mortar,1087,0.5695
Baby Dragon,Mighty Miner,1087,0.4489
Barbarian Barrel,Fire Spirit,1086,0.4549
Archer Queen,Mortar,1084,0.5544
Dark Prince,Monk,1083,0.4718
Goblin Giant,Hog Rider,1082,0.4769
Dart Goblin,Freeze,1081,0.5227
Battle Healer,Mega Minion,1079,0.5273
Ice Wizard,Magic Archer,1076,0.4861
Elixir Collector,Mortar,1074,0.5093
Dart Goblin,Spear Goblin,1071,0.5014
Ice Golem,Poison,1071,0.4669
Archer,Goblin Hut,1066,0.4568
Firecracker,Lava Hound,1060,0.5368
Electro Wizard,Royal Delivery,1058,0.4972
Earthquake,Ice Wizard,1058,0.4896
Fire Spirit,P.E.K.K.A,1053,0.4777
Archer,Royal Recruits,1048,0.5067
Goblin Giant,Lumberjack,1047,0.4976
Executioner,Giant Snowball,1045,0.5923
Battle Ram,Royal Giant,1044,0.4732
Mighty Miner,Valkyrie,1043,0.4708
Bandit,Giant Snowball,1043,0.4842
Ice Golem,Mega Knight,1043,0.4832
Heal Spirit,Inferno Dragon,1043,0.4871
Bandit,Bomb Tower,1043,0.5206
Battle Healer,Giant,1042,0.4885
Battle Healer,P.E.K.K.A,1040,0.4885
Prince,Zappies,1040,0.4962
Freeze,Golden Knight,1038,0.499
Baby Dragon,Fisherman,1036,0.5106
Battle Ram,Valkyrie,1036,0.4894
Dart Goblin,Magic Archer,1033,0.5015
Mega Minion,Wizard,1029,0.5374
Mortar,Rage,1026,0.5478
Bandit,Zappies,1023,0.5367
Graveyard,Magic Archer,1023,0.4555
Skeleton King,Wall Breakers,1021,0.5044
Rocket,Spear Goblin,1018,0.5157
Magic Archer,Mighty Miner,1016,0.4892
Giant Snowball,Tesla,1014,0.5
Earthquake,Royal Ghost,1014,0.5059
Fisherman,Skeleton Barrel,1009,0.5134
Archer,Three Musketeers,1008,0.4812
Ice Golem,Princess,1006,0.5795
Rocket,Zappies,1005,0.4965
Ice Spirit,Royal Hogs,1005,0.4896
Archer,Graveyard,1004,0.4831
Royal Ghost,Spear Goblin,1003,0.5633
Battle Healer,Earthquake,1000,0.513
Archer,Spear Goblin,1000,0.518
Dark Prince,Royal Delivery,999,0.4935
Mighty Miner,Royal Giant,994,0.498
Ice Spirit,Sparky,994,0.5392
Bomb Tower,Fire Spirit,994,0.498
Guard,Sparky,993,0.5065
Battle Ram,Tesla,992,0.5091
Bomb Tower,Witch,991,0.4662
Rocket,Tombstone,990,0.5242
Bomber,Goblin Drill,986,0.5152
Balloon,Fire Spirit,986,0.5183
Cannon,Freeze,985,0.4975
Archer,Tombstone,985,0.4914
Cannon Cart,Hog Rider,984,0.5539
Bomber,Mother Witch,984,0.4787
Cannon Cart,Rocket,983,0.4964
Furnace,Sparky,983,0.5086
Electro Dragon,Mega Minion,982,0.5509
Bandit,Mortar,975,0.5477
Barbarian Barrel,The Log,975,0.4944
Baby Dragon,Magic Archer,974,0.4723
Electro Dragon,Prince,974,0.5287
Hunter,Mini P.E.K.K.A,974,0.5811
Fisherman,Giant,974,0.5308
Archer,Royal Ghost,973,0.4985
Heal Spirit,Mighty Miner,973,0.5262
Barbarian Hut,Elixir Golem,972,0.5237
Freeze,Golem,972,0.465
Ice Golem,Sparky,972,0.499
Barbarian Hut,Electro Dragon,972,0.5237
Dart Goblin,Ice Spirit,970,0.4701
Elixir Golem,Mega Minion,968,0.5424
Hunter,Minion,967,0.5295
P.E.K.K.A,Skeleton Barrel,966,0.5497
Bomb Tower,Skeleton Barrel,966,0.5145
Electro Dragon,Wall Breakers,965,0.4497
Ice Golem,Tornado,964,0.4959
Golem,Rocket,963,0.487
Elixir Collector,Goblin Hut,961,0.5026
Bomber,Magic Archer,961,0.5224
Bowler,Witch,961,0.5057
Mighty Miner,P.E.K.K.A,961,0.4932
Battle Ram,Musketeer,961,0.4776
Cannon,Giant Snowball,959,0.5589
Dark Prince,Goblins,959,0.5308
Rocket,Royal Hogs,959,0.5193
Battle Healer,Giant Skeleton,959,0.4672
Goblin Giant,Royal Ghost,959,0.5057
Battle Ram,Bowler,958,0.4937
Night Witch,Three Musketeers,956,0.4969
Giant Skeleton,P.E.K.K.A,956,0.3441
Elite Barbarian,Lava Hound,954,0.4864
Archer Queen,Skeleton Barrel,953,0.5047
Heal Spirit,Mega Knight,953,0.5373
Royal Delivery,Zap,952,0.5042
Electro Dragon,Hunter,952,0.5336
Electro Spirit,Ice Spirit,950,0.5516
Minion,Zappies,949,0.4837
Bowler,Rocket,948,0.4884
Golem,P.E.K.K.A,948,0.4937
Dart Goblin,Executioner,947,0.4921
Graveyard,Mighty Miner,946,0.5032
Furnace,Zappies,945,0.5164
Lava Hound,Poison,945,0.5079
Cannon Cart,Freeze,944,0.4788
Mighty Miner,Tombstone,941,0.508
Goblin Drill,Poison,939,0.5293
Archer,Sparky,939,0.508
Inferno Dragon,Monk,935,0.4684
Bowler,Flying Machine,934,0.4861
Goblins,Ice Golem,934,0.5407
Executioner,Goblin Hut,933,0.507
Battle Ram,Skeleton,932,0.5086
Cannon,Dart Goblin,930,0.4839
Archer,Archer Queen,930,0.4667
Battle Healer,Ice Spirit,929,0.4995
Electro Giant,Tesla,928,0.4569
Phoenix,Tesla,928,0.4957
Fire Spirit,Rocket,927,0.4962
Lightning,Royal Delivery,926,0.5551
Cannon,Monk,926,0.4806
Freeze,Ice Spirit,925,0.547
Prince,Royal Recruits,925,0.5135
Sparky,Wall Breakers,925,0.5157
Giant Skeleton,Prince,924,0.4827
Fire Spirit,Poison,922,0.4176
Elixir Golem,Miner,919,0.4995
Cannon Cart,Skeleton Barrel,917,0.4864
Mighty Miner,Sparky,917,0.5474
Dart Goblin,Ice Golem,916,0.4858
Bowler,Golden Knight,916,0.476
Goblins,Witch,915,0.5333
Dart Goblin,Fire Spirit,914,0.4442
Bomber,Executioner,913,0.517
Fisherman,Hog Rider,911,0.4742
Electro Giant,Hog Rider,911,0.494
Electro Giant,Skeleton Barrel,908,0.5077
Archer Queen,Tombstone,908,0.5297
Mighty Miner,Witch,908,0.5264
Ice Wizard,Spear Goblin,906,0.4868
Archer,Baby Dragon,900,0.55
Electro Spirit,Monk,900,0.5133
Freeze,Three Musketeers,899,0.4694
Dark Prince,Earthquake,898,0.5379
Bandit,Graveyard,897,0.5095
Giant Skeleton,Guard,897,0.447
Barbarian Hut,Goblin Giant,896,0.4967
Barbarian Hut,Fisherman,896,0.4967
Earthquake,Giant,896,0.5134
Flying Machine,Skeleton,895,0.5117
Barbarian Hut,Mother Witch,895,0.5229
Prince,Princess,894,0.4922
Electro Wizard,Three Musketeers,893,0.5151
Balloon,Spear Goblin,892,0.5034
Archer,Witch,891,0.5253
Executioner,Fisherman,890,0.4809
Inferno Dragon,Royal Delivery,888,0.5
Cannon,Witch,887,0.4904
Elixir Golem,Hog Rider,887,0.487
Electro Dragon,Guard,886,0.5632
Earthquake,Elite Barbarian,886,0.5598
Freeze,Wall Breakers,884,0.5034
Prince,Tombstone,884,0.5113
Heal Spirit,Wizard,883,0.5266
Ice Wizard,Mortar,878,0.5194
Goblin Cage,Wizard,878,0.4818
Fisherman,Inferno Tower,877,0.5177
Royal Giant,Wall Breakers,877,0.5097
Freeze,Royal Hogs,876,0.5046
Golden Knight,Sparky,876,0.5205
Battle Ram,Dart Goblin,875,0.4697
Fire Spirit,Goblin Cage,871,0.5396
Electro Spirit,Elite Barbarian,870,0.5195
Barbarian Hut,Hog Rider,869,0.5029
Inferno Tower,Skeleton King,867,0.5029
Archer Queen,Giant,866,0.47
Sparky,X-Bow,865,0.4728
Earthquake,Goblin Hut,865,0.5179
Golden Knight,Musketeer,865,0.4936
Golem,Zappies,863,0.4681
Battle Ram,Spear Goblin,863,0.4774
Balloon,Goblin Hut,863,0.5145
Royal Recruits,Tesla,861,0.5168
Cannon Cart,Royal Delivery,860,0.5756
Bomber,Wall Breakers,858,0.4907
Bomber,Tombstone,857,0.4714
Barbarian Hut,Bat,857,0.4492
Barbarian Barrel,Rocket,856,0.5152
Battle Ram,Electro Spirit,856,0.5386
Goblin Cage,Goblin Giant,855,0.4877
Dark Prince,Mortar,854,0.5176
Furnace,Spear Goblin,854,0.4707
Fire Spirit,Mega Minion,853,0.4818
Miner,Monk,852,0.534
Inferno Tower,X-Bow,850,0.4518
Elixir Collector,Princess,850,0.5188
Ice Spirit,Royal Recruits,848,0.5012
Balloon,Royal Hogs,847,0.4687
Royal Giant,Royal Recruits,846,0.5118
Balloon,Golem,844,0.4941
Tombstone,Wall Breakers,843,0.4911
Battle Ram,Earthquake,843,0.5101
Archer Queen,Golem,842,0.5487
Princess,Skeleton King,838,0.5
Dark Prince,Tombstone,838,0.5334
Fisherman,Tesla,838,0.4773
Giant Snowball,Royal Giant,836,0.5347
Ice Spirit,Three Musketeers,836,0.6316
Knight,Zappies,836,0.4988
Fire Spirit,Giant,836,0.4557
Ice Wizard,Skeleton Barrel,835,0.5066
Ice Spirit,Royal Giant,835,0.5269
Night Witch,Skeleton Barrel,834,0.5683
Mortar,Skeleton King,828,0.5471
Cannon,P.E.K.K.A,827,0.5296
Giant Snowball,Mother Witch,827,0.497
Ice Wizard,Miner,825,0.4909
Battle Ram,Hog Rider,825,0.4376
Dart Goblin,Giant Skeleton,825,0.4739
Goblin Giant,Wizard,825,0.4945
Golem,Graveyard,823,0.5079
Flying Machine,Sparky,822,0.5304
Goblin Hut,Skeleton,821,0.4738
Dark Prince,Three Musketeers,819,0.5116
Battle Ram,Furnace,819,0.4872
Monk,Royal Recruits,818,0.4719
Electro Giant,Wall Breakers,817,0.4945
Electro Dragon,Miner,817,0.4908
Dart Goblin,Elixir Golem,815,0.4834
Archer Queen,Executioner,812,0.5
Dart Goblin,Giant Snowball,812,0.5148
Furnace,Mortar,810,0.4654
Archer Queen,Rage,810,0.5012
Elixir Golem,Rocket,809,0.5142
Dart Goblin,Zappies,803,0.4732
Goblin Hut,Magic Archer,802,0.4663
Archer,Zappies,799,0.5244
Fisherman,Royal Delivery,799,0.4681
Skeleton,Three Musketeers,796,0.4711
Bomber,Goblin Giant,796,0.4673
Goblin Drill,P.E.K.K.A,794,0.471
Miner,Zappies,791,0.512
Fire Spirit,Spear Goblin,790,0.5089
Inferno Tower,Zappies,790,0.5329
Cannon Cart,Goblins,790,0.6304
Flying Machine,Lava Hound,788,0.5546
Balloon,Battle Healer,787,0.4994
Mighty Miner,Skeleton Barrel,786,0.5305
Goblin Giant,Wall Breakers,786,0.5153
Baby Dragon,Three Musketeers,783,0.5134
Electro Giant,Royal Ghost,783,0.5223
Golden Knight,Rage,783,0.5172
Ice Spirit,Minion,783,0.6232
Monk,Musketeer,782,0.5473
Archer Queen,Bomber,779,0.5366
Night Witch,Rocket,777,0.4878
Baby Dragon,Monk,777,0.4788
Heal Spirit,Mortar,776,0.5515
Phoenix,Wall Breakers,775,0.5148
Heal Spirit,Witch,768,0.4857
Giant Snowball,Rocket,766,0.4674
Freeze,Princess,764,0.5052
Giant Snowball,Ice Wizard,763,0.4758
Electro Dragon,Furnace,760,0.5026
Freeze,Giant Snowball,760,0.5553
Royal Delivery,Skeleton Barrel,758,0.5211
Fire Spirit,Three Musketeers,751,0.6298
Battle Healer,Skeleton King,751,0.5686
Bomb Tower,Wizard,751,0.5313
Battle Ram,Monk,745,0.5396
Inferno Dragon,Inferno Tower,745,0.4644
Elite Barbarian,Fisherman,744,0.5054
Barbarian Hut,Golem,743,0.4711
Barbarian Hut,Night Witch,743,0.4711
Flying Machine,Goblin Drill,741,0.5128
Battle Healer,Bomb Tower,740,0.4784
Lava Hound,Phoenix,740,0.5176
Bomb Tower,Electro Dragon,740,0.4784
Electro Dragon,Ice Wizard,739,0.4655
Inferno Tower,Three Musketeers,738,0.4228
Mortar,Night Witch,737,0.479
Fire Spirit,Guard,736,0.5312
Graveyard,Miner,732,0.3962
Elixir Golem,Freeze,731,0.4555
Baby Dragon,Wall Breakers,729,0.4129
Battle Healer,Royal Recruits,728,0.5398
Spear Goblin,Three Musketeers,725,0.4579
Electro Dragon,Mighty Miner,725,0.3917
Royal Hogs,Skeleton King,725,0.5159
Arrows,Royal Delivery,725,0.4883
Phoenix,Wizard,724,0.4931
Executioner,Golem,724,0.5552
Barbarian,Mortar,723,0.5698
Golem,Royal Ghost,722,0.4792
Freeze,Spear Goblin,722,0.5042
Barbarian,Mighty Miner,721,0.43
Goblin Drill,Hog Rider,721,0.4979
Lava Hound,Valkyrie,719,0.491
Mighty Miner,X-Bow,719,0.4854
Archer,Monk,715,0.4601
Goblin Drill,Mother Witch,713,0.5133
Flying Machine,Monk,710,0.4986
Giant Snowball,Zappies,710,0.5577
Bowler,Spear Goblin,709,0.4894
Furnace,Tombstone,708,0.4859
Battle Healer,Fire Spirit,708,0.5862
Electro Dragon,Fire Spirit,708,0.5862
Elixir Golem,Fire Spirit,708,0.5862
Bomb Tower,Hunter,706,0.4887
Hunter,Skeleton Barrel,705,0.4965
Golem,Ice Spirit,704,0.4872
Royal Recruits,Skeleton,703,0.4552
Musketeer,Skeleton King,703,0.5064
Ice Golem,X-Bow,702,0.5043
Mega Minion,Phoenix,701,0.4993
Rocket,Royal Giant,700,0.5214
Mega Minion,Mortar,699,0.4921
Elixir Collector,Freeze,698,0.4971
Freeze,Mortar,698,0.4828
Lava Hound,Mini P.E.K.K.A,698,0.5043
Inferno Tower,Mega Minion,696,0.4914
Guard,Monk,696,0.4526
Tesla,Wall Breakers,695,0.505
Magic Archer,Skeleton King,695,0.5338
Giant Skeleton,Spear Goblin,694,0.5014
Barbarian Hut,Musketeer,694,0.4712
Archer Queen,Goblin Drill,693,0.5411
Battle Healer,Royal Giant,692,0.487
Elixir Collector,Ice Wizard,692,0.4523
Battle Healer,Spear Goblin,691,0.4689
Heal Spirit,Royal Delivery,691,0.4602
Cannon,Heal Spirit,691,0.4602
Earthquake,Heal Spirit,691,0.4602
Royal Delivery,Witch,689,0.5443
Ice Golem,Knight,689,0.4935
Fisherman,Prince,686,0.5131
Mega Minion,Tesla,686,0.5306
Electro Spirit,Goblin Drill,686,0.5496
Bowler,Mighty Miner,686,0.4971
Earthquake,Skeleton King,685,0.5241
Goblin Giant,Skeleton Barrel,685,0.4949
Spear Goblin,Tesla,685,0.4832
Hunter,Ice Golem,683,0.5256
Bowler,Royal Delivery,682,0.4839
Sparky,Spear Goblin,682,0.5029
Barbarian,Royal Delivery,681,0.5154
Hunter,Witch,681,0.5095
Hunter,X-Bow,679,0.539
Giant,Mortar,679,0.5184
Electro Spirit,Princess,678,0.6062
Cannon,Night Witch,678,0.472
Guard,Royal Recruits,677,0.5081
Elixir Golem,Tesla,677,0.5007
Golden Knight,Mortar,676,0.4941
Electro Spirit,Prince,676,0.5636
Earthquake,Skeleton Barrel,676,0.5325
Cannon Cart,Knight,675,0.5126
Barbarian Hut,Zap,674,0.5104
Cannon,Goblin Drill,673,0.5632
Baby Dragon,Battle Ram,672,0.5134
Mortar,Prince,672,0.503
Night Witch,Spear Goblin,671,0.5067
Graveyard,Mortar,671,0.4918
Bowler,Elixir Collector,671,0.5842
Mini P.E.K.K.A,Royal Delivery,671,0.5231
Golem,Ice Wizard,669,0.5336
Fire Spirit,Lumberjack,669,0.4529
Bowler,Mortar,668,0.5449
Goblin Drill,Rage,667,0.5097
Freeze,Royal Recruits,666,0.491
Archer Queen,Furnace,666,0.506
Cannon,Giant,664,0.4774
Giant,Ice Spirit,664,0.4925
Arrows,X-Bow,660,0.4758
Battle Ram,Goblin Cage,659,0.5144
Flying Machine,Ice Spirit,659,0.5933
Phoenix,Skeleton Barrel,659,0.5175
Executioner,Skeleton Barrel,658,0.5319
Barbarian Barrel,Giant,657,0.5084
Fire Spirit,Royal Giant,657,0.4795
Witch,X-Bow,654,0.4618
Barbarian Hut,Giant Skeleton,654,0.4755
Barbarian Hut,Mini P.E.K.K.A,654,0.4755
Cannon Cart,Elixir Collector,654,0.5596
Balloon,Graveyard,653,0.4763
Princess,X-Bow,651,0.4777
Lava Hound,Princess,650,0.5323
Goblin Drill,Minion,650,0.5462
Ice Wizard,Royal Hogs,649,0.5316
Flying Machine,Freeze,649,0.527
Elite Barbarian,Goblins,648,0.5664
Giant,Tesla,647,0.5147
Dark Prince,Ice Golem,647,0.5595
Cannon,Elite Barbarian,647,0.524
Elixir Golem,Zappies,646,0.5062
Bomb Tower,Goblin Hut,646,0.4551
Electro Spirit,Three Musketeers,646,0.5619
Cannon Cart,Magic Archer,645,0.4636
Executioner,Three Musketeers,644,0.4689
Skeleton,Zappies,643,0.5086
Bomb Tower,Night Witch,642,0.4922
Giant Skeleton,Mighty Miner,642,0.4922
Ice Wizard,Mighty Miner,640,0.45
Goblin Drill,Witch,640,0.4953
Bomb Tower,Flying Machine,639,0.4695
Executioner,Mortar,636,0.555
Wall Breakers,Zappies,635,0.5402
Princess,Royal Recruits,634,0.5268
Cannon,Prince,633,0.5197
Ice Wizard,Royal Ghost,633,0.5134
Cannon Cart,Graveyard,633,0.5039
Elixir Golem,Golem,633,0.5324
Battle Healer,Flying Machine,633,0.5371
Elixir Collector,Inferno Tower,633,0.5039
Electro Giant,Giant Skeleton,633,0.455
Bomber,Bowler,632,0.5079
Flying Machine,Tesla,631,0.5341
Bomb Tower,Prince,629,0.4817
Archer,Guard,628,0.4904
Giant,Royal Giant,626,0.5
Flying Machine,Giant,626,0.5463
Knight,Skeleton King,625,0.4992
Graveyard,Spear Goblin,625,0.5168
Barbarian Hut,Minion,625,0.4784
Executioner,Fire Spirit,625,0.5152
Bowler,Furnace,624,0.492
Cannon Cart,Zappies,624,0.4888
Phoenix,Rocket,623,0.4719
Cannon,Rage,620,0.5323
Hunter,Rocket,619,0.5428
Giant,Mother Witch,619,0.5638
Cannon,Sparky,617,0.4911
Electro Giant,Goblin Hut,617,0.436
Mortar,Princess,616,0.4562
Bomb Tower,Bomber,616,0.4513
Balloon,Mortar,616,0.5714
Electro Spirit,Sparky,615,0.5301
Golden Knight,Ice Spirit,615,0.5057
Giant,Mighty Miner,614,0.5684
Mother Witch,Royal Delivery,614,0.5277
Heal Spirit,Hog Rider,614,0.5326
Elite Barbarian,Spear Goblin,613,0.4959
Goblin Drill,Mini P.E.K.K.A,612,0.5327
Goblin Drill,Goblin Hut,612,0.5327
Earthquake,Princess,611,0.4877
Executioner,Princess,610,0.5164
Bomber,Royal Giant,609,0.4877
Electro Spirit,Giant,609,0.5287
Mega Minion,Spear Goblin,609,0.5041
Ice Golem,Royal Hogs,608,0.5132
Golden Knight,Mega Minion,608,0.4819
Mortar,Tombstone,608,0.4128
Bowler,Ice Spirit,607,0.5371
Elixir Golem,Goblins,606,0.5248
Dart Goblin,Ice Wizard,605,0.4876
Battle Healer,Three Musketeers,605,0.438
Royal Delivery,Wizard,605,0.524
Barbarian Hut,Lightning,605,0.4512
Elixir Golem,Ice Spirit,604,0.5364
Bomber,Guard,603,0.5373
Battle Healer,Ice Wizard,603,0.4859
Baby Dragon,Skeleton Barrel,603,0.5406
Skeleton King,Spear Goblin,603,0.5091
Fireball,Royal Delivery,603,0.5075
Barbarian Hut,Furnace,602,0.4801
Knight,Mighty Miner,602,0.5382
Electro Spirit,Magic Archer,599,0.5392
Archer Queen,Guard,599,0.5025
Cannon,Cannon Cart,598,0.5435
Cannon,Goblin Giant,598,0.5167
Elixir Collector,Zappies,597,0.5025
Bandit,Goblin Giant,595,0.521
Barbarian Hut,Firecracker,595,0.4807
Bomber,Flying Machine,594,0.5202
Elixir Collector,Guard,594,0.5168
Mega Minion,Three Musketeers,594,0.6044
Goblin Cage,Royal Ghost,593,0.5261
Wizard,X-Bow,593,0.4486
Bomb Tower,Inferno Tower,592,0.5287
Heal Spirit,Spear Goblin,592,0.5152
Giant Snowball,Wall Breakers,591,0.6176
Hunter,Ice Spirit,591,0.5516
Royal Recruits,Three Musketeers,588,0.5544
Dark Prince,Skeleton King,588,0.5
Mighty Miner,Minion,588,0.5204
Electro Spirit,Goblin Giant,588,0.5714
Magic Archer,Rocket,586,0.4642
Goblin Hut,Skeleton King,586,0.5102
Battle Healer,Electro Giant,585,0.4684
Princess,Royal Ghost,585,0.4803
Mighty Miner,Spear Goblin,584,0.5342
Goblin Hut,Royal Giant,584,0.5103
Goblin Hut,Goblins,584,0.4812
Giant Skeleton,Ice Wizard,582,0.2595
Barbarian Hut,Royal Giant,582,0.5137
Magic Archer,Mortar,581,0.5164
Bomb Tower,Mother Witch,581,0.5594
Minion,Skeleton King,579,0.4819
Cannon Cart,Tesla,579,0.506
Executioner,Spear Goblin,578,0.5415
Ice Spirit,Phoenix,576,0.5486
Fisherman,Guard,575,0.5026
Giant Skeleton,Golem,573,0.4921
Magic Archer,Mega Minion,572,0.5087
Electro Spirit,Minion,571,0.5254
Electro Giant,P.E.K.K.A,569,0.5114
Royal Hogs,Tesla,568,0.5158
Bomber,Royal Recruits,567,0.5344
Furnace,Skeleton King,567,0.5238
Bomber,Royal Hogs,566,0.4947
P.E.K.K.A,Spear Goblin,565,0.5115
Bowler,Princess,564,0.5248
Fisherman,Three Musketeers,564,0.484
Baby Dragon,Heal Spirit,564,0.5213
Musketeer,Three Musketeers,561,0.4742
Fire Spirit,Wizard,560,0.5036
Electro Giant,Skeleton King,559,0.4615
Golem,Spear Goblin,558,0.5466
Archer Queen,Night Witch,558,0.5789
Cannon Cart,Royal Ghost,558,0.5072
Electro Giant,Royal Hogs,557,0.4704
Electro Giant,Royal Giant,557,0.526
Electro Spirit,Skeleton Barrel,555,0.4829
Electro Dragon,Minion,555,0.4829
Fire Spirit,Wall Breakers,555,0.5297
Fire Spirit,Royal Ghost,554,0.426
Balloon,Golden Knight,553,0.5118
Bomber,Fisherman,551,0.51
Cannon,Rocket,550,0.4873
Guard,Skeleton,550,0.4491
Ice Spirit,P.E.K.K.A,549,0.5264
Minion,Monk,549,0.4973
Dark Prince,Goblin Drill,549,0.5155
Bomber,Monk,549,0.4973
Bomb Tower,Lumberjack,548,0.5255
Elixir Collector,Royal Hogs,547,0.5155
Dart Goblin,Mortar,547,0.4735
Graveyard,Monk,546,0.4872
Goblin Hut,Royal Ghost,546,0.522
Elite Barbarian,Graveyard,545,0.4606
Archer Queen,Goblin Giant,545,0.4972
Barbarian Barrel,Princess,545,0.5339
Furnace,Goblin Cage,545,0.4807
Skeleton King,Valkyrie,544,0.5221
Cannon Cart,Hunter,544,0.5533
Battle Ram,Golden Knight,544,0.4908
Battle Ram,Cannon,544,0.4798
Goblin Hut,Lava Hound,543,0.4954
Three Musketeers,Tombstone,543,0.5304
Prince,Skeleton King,543,0.5341
Bandit,Giant Skeleton,541,0.4122
Ice Spirit,Mother Witch,541,0.525
Heal Spirit,Princess,541,0.5083
Battle Ram,Cannon Cart,540,0.4963
Monk,Tesla,540,0.5037
Baby Dragon,Dart Goblin,540,0.4944
Lumberjack,Spear Goblin,539,0.5158
Miner,Skeleton King,537,0.5326
Bomber,Poison,535,0.4598
Bomber,Royal Ghost,534,0.5206
Ice Golem,Royal Delivery,533,0.4559
Dart Goblin,Royal Delivery,533,0.4559
Cannon Cart,Earthquake,533,0.5797
Archer,Hunter,533,0.5028
Minion,Royal Delivery,533,0.4559
Fisherman,Ice Golem,533,0.4559
Electro Wizard,Goblin Drill,531,0.4991
Goblin Cage,P.E.K.K.A,529,0.4896
Battle Healer,Hog Rider,527,0.4554
Bomber,Sparky,527,0.5408
Dark Prince,Giant Skeleton,526,0.4905
Phoenix,X-Bow,526,0.4544
Magic Archer,X-Bow,526,0.4544
Bowler,X-Bow,526,0.4544
Night Witch,X-Bow,526,0.4544
Archer,Goblin Giant,526,0.538
Archer,Dark Prince,526,0.538
Fisherman,Spear Goblin,525,0.4933
Barbarian Barrel,Lava Hound,521,0.499
Furnace,Three Musketeers,521,0.4568
Electro Dragon,Goblin Cage,520,0.5404
Electro Giant,Electro Spirit,519,0.5106
Battle Ram,Giant,519,0.4952
Cannon Cart,Electro Spirit,516,0.6221
Lava Hound,Rocket,514,0.4767
Electro Dragon,Rocket,514,0.4377
Lava Hound,Wizard,514,0.4767
Flying Machine,Hunter,513,0.5146
Hunter,Wall Breakers,513,0.5146
Giant Skeleton,Wall Breakers,512,0.4609
Archer Queen,Battle Healer,512,0.4707
Elixir Collector,Tombstone,510,0.5157
Giant Skeleton,Heal Spirit,508,0.4783
Giant Snowball,Tornado,506,0.6087
Goblin Cage,Goblin Hut,505,0.4337
Barbarian Hut,Magic Archer,505,0.4337
Barbarian Hut,Goblin Cage,505,0.4337
Elixir Golem,Graveyard,500,0.45
Baby Dragon,Earthquake,499,0.485
Lumberjack,Mortar,497,0.4185
Dark Prince,Goblin Hut,494,0.5182
Tesla,Tombstone,483,0.499
Freeze,Ice Golem,482,0.4959
Electro Giant,Spear Goblin,477,0.5744
Baby Dragon,Electro Spirit,477,0.4612
Royal Ghost,Skeleton King,476,0.479
Bomber,Ice Golem,475,0.4989
Mighty Miner,Wizard,461,0.4273
Goblin Giant,Royal Giant,457,0.4814
Bomb Tower,Sparky,457,0.4573
Giant Snowball,Prince,456,0.5175
Electro Dragon,Giant Skeleton,455,0.5011
Heal Spirit,Phoenix,455,0.4879
Archer Queen,Mega Minion,454,0.511
Giant Snowball,Wizard,453,0.5033
Giant Snowball,Princess,453,0.5033
Elixir Golem,Spear Goblin,452,0.4956
Elixir Golem,Princess,452,0.4956
Elixir Golem,Wall Breakers,452,0.3761
Elixir Golem,Mighty Miner,452,0.3761
Skeleton King,Wizard,451,0.5078
Battle Healer,Hunter,451,0.4545
Elixir Collector,Graveyard,449,0.5033
Battle Healer,Bomber,449,0.5033
Battle Healer,Graveyard,449,0.5033
Furnace,Princess,449,0.5033
Golden Knight,Skeleton Barrel,448,0.5179
Furnace,Golden Knight,448,0.5179
Giant Snowball,Goblin Hut,447,0.5034
Giant Snowball,Skeleton King,446,0.5381
Goblin Cage,Skeleton King,446,0.5381
Hog Rider,Skeleton King,444,0.5023
Ice Golem,Wizard,442,0.4548
Golem,Ice Golem,442,0.4548
Monk,Rocket,441,0.4807
Flying Machine,Rocket,441,0.4807
Golem,Mortar,441,0.4966
Hog Rider,Lava Hound,440,0.4977
Elixir Golem,Hunter,439,0.5558
Executioner,Hunter,433,0.6282
Bowler,Wall Breakers,433,0.4988
Archer,Goblin Cage,433,0.4919
