Type,Unit,Level,Range,Radius,Hit Speed (sec),Hitpoints,Damage,DPS,Crown Tower Damage,Charge Damage,Stage1 Damage,Stage2 Damage,Stage3 Damage (Max),Shield Hitpoints,Death Damage,Heal (per hit),Heal per Second,Enchanted Damage,Pellet Count,Spawn Damage,Jump Damage,Shard Count,Building Damage,Dash Damage,Zap Pack Damage,Zap Pack DPS,Hit Count,Damage (2-4 targets),Crown Tower Damage (2-4 targets),Damage (5+ targets),Crown Tower Damage (5+ targets),Area Damage,Combo Damage,Air Form DPS,Ground Form DPS
Troop,Electro Wizard,12,,,,210,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,13,,,,231,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,14,,,,254,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,15,,,,279,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,16,,,,306,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,17,,,,337,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Wizard,18,,,,371,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),1,Melee: Short,,1.7,663,98,57,,196,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),2,Melee: Short,,1.7,729,107,62,,215,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),3,Melee: Short,,1.7,802,118,69,,237,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),4,Melee: Short,,1.7,881,130,76,,260,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),5,Melee: Short,,1.7,967,143,84,,286,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),6,Melee: Short,,1.7,1060,156,91,,313,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),7,Melee: Short,,1.7,1166,172,101,,344,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),8,Melee: Short,,1.7,1279,189,111,,378,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),9,Melee: Short,,1.7,1405,207,121,,415,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),10,Melee: Short,,1.7,1544,228,134,,456,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),11,Melee: Short,,1.7,1697,250,147,,501,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),12,Melee: Short,,1.7,1863,275,161,,550,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),13,Melee: Short,,1.7,2048,302,177,,605,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),14,Melee: Short,,1.7,2247,332,195,,664,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),15,Melee: Short,,1.7,2466,364,214,,729,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),16,Melee: Short,,1.7,2711,400,235,,801,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),17,Melee: Short,,1.7,2983,441,259,,882,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ram (Ram Rider),18,Melee: Short,,1.7,3281,485,285,,970,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),1,5.5,,1.1,232,41,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),2,5.5,,1.1,255,45,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),3,5.5,,1.1,280,49,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),4,5.5,,1.1,308,54,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),5,5.5,,1.1,338,59,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),6,5.5,,1.1,371,65,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),7,5.5,,1.1,408,72,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),8,5.5,,1.1,447,79,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),9,5.5,,1.1,491,86,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),10,5.5,,1.1,540,95,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),11,5.5,,1.1,593,104,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),12,5.5,,1.1,651,115,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),13,5.5,,1.1,716,126,114,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),14,5.5,,1.1,786,138,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),15,5.5,,1.1,863,152,138,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),16,5.5,,1.1,948,167,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),17,5.5,,1.1,1044,184,167,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Rider (Ram Rider),18,5.5,,1.1,1148,202,183,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Mega Knight,1,Melee: Medium,,1.7,1560,105,61,,,,,,,,,,,,168,210,,,,,,,,,,,,,,
Troop,Mega Knight,2,Melee: Medium,,1.7,1716,115,67,,,,,,,,,,,,184,231,,,,,,,,,,,,,,
Troop,Mega Knight,3,Melee: Medium,,1.7,1887,127,74,,,,,,,,,,,,203,254,,,,,,,,,,,,,,
Troop,Mega Knight,4,Melee: Medium,,1.7,2074,139,81,,,,,,,,,,,,223,279,,,,,,,,,,,,,,
Troop,Mega Knight,5,Melee: Medium,,1.7,2277,153,90,,,,,,,,,,,,245,306,,,,,,,,,,,,,,
Troop,Mega Knight,6,Melee: Medium,,1.7,2496,168,98,,,,,,,,,,,,268,336,,,,,,,,,,,,,,
Troop,Mega Knight,7,Melee: Medium,,1.7,2745,184,108,,,,,,,,,,,,295,369,,,,,,,,,,,,,,
Troop,Mega Knight,8,Melee: Medium,,1.7,3010,202,118,,,,,,,,,,,,324,405,,,,,,,,,,,,,,
Troop,Mega Knight,9,Melee: Medium,,1.7,3307,222,130,,,,,,,,,,,,356,445,,,,,,,,,,,,,,
Troop,Mega Knight,10,Melee: Medium,,1.7,3634,244,143,,,,,,,,,,,,391,489,,,,,,,,,,,,,,
Troop,Mega Knight,11,Melee: Medium,,1.7,3993,268,157,,,,,,,,,,,,430,537,,,,,,,,,,,,,,
Troop,Mega Knight,12,Melee: Medium,,1.7,4383,295,173,,,,,,,,,,,,472,590,,,,,,,,,,,,,,
Troop,Mega Knight,13,Melee: Medium,,1.7,4820,324,190,,,,,,,,,,,,519,648,,,,,,,,,,,,,,
Troop,Mega Knight,14,Melee: Medium,,1.7,5288,355,208,,,,,,,,,,,,569,711,,,,,,,,,,,,,,
Troop,Mega Knight,15,Melee: Medium,,1.7,5803,390,229,,,,,,,,,,,,624,781,,,,,,,,,,,,,,
Troop,Mega Knight,16,Melee: Medium,,1.7,6380,429,252,,,,,,,,,,,,687,858,,,,,,,,,,,,,,
Troop,Mega Knight,17,Melee: Medium,,1.7,7020,472,277,,,,,,,,,,,,756,945,,,,,,,,,,,,,,
Troop,Mega Knight,18,Melee: Medium,,1.7,7722,519,305,,,,,,,,,,,,831,1039,,,,,,,,,,,,,,
Spell,The Log,1,10.1,,,,105,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,2,10.1,,,,115,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,3,10.1,,,,127,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,4,10.1,,,,139,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,5,10.1,,,,153,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,6,10.1,,,,168,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,7,10.1,,,,184,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,8,10.1,,,,202,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,9,10.1,,,,222,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,10,10.1,,,,244,,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,11,10.1,,,,268,,41,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,12,10.1,,,,295,,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,13,10.1,,,,324,,49,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,14,10.1,,,,355,,54,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,15,10.1,,,,390,,59,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,16,10.1,,,,429,,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,17,10.1,,,,472,,71,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell,The Log,18,10.1,,,,519,,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,1,Melee: Medium,,1.8,473,102,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,2,Melee: Medium,,1.8,520,112,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,3,Melee: Medium,,1.8,572,123,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,4,Melee: Medium,,1.8,629,135,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,5,Melee: Medium,,1.8,690,148,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,6,Melee: Medium,,1.8,756,163,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,7,Melee: Medium,,1.8,832,179,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,8,Melee: Medium,,1.8,912,196,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,9,Melee: Medium,,1.8,1002,216,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,10,Melee: Medium,,1.8,1102,237,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,11,Melee: Medium,,1.8,1210,261,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,12,Melee: Medium,,1.8,1329,286,158,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,13,Melee: Medium,,1.8,1461,315,175,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,14,Melee: Medium,,1.8,1603,345,191,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,15,Melee: Medium,,1.8,1759,379,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,16,Melee: Medium,,1.8,1934,417,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,17,Melee: Medium,,1.8,2128,459,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Royal Ghost,18,Melee: Medium,,1.8,2341,504,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,1,3.5,,2.1,390,75,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,2,3.5,,2.1,429,82,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,3,3.5,,2.1,471,90,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,4,3.5,,2.1,518,99,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,5,3.5,,2.1,569,109,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,6,3.5,,2.1,624,120,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,7,3.5,,2.1,686,132,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,8,3.5,,2.1,752,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,9,3.5,,2.1,826,159,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,10,3.5,,2.1,908,174,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,11,3.5,,2.1,998,192,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,12,3.5,,2.1,1095,210,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,13,3.5,,2.1,1205,231,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,14,3.5,,2.1,1322,254,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,15,3.5,,2.1,1450,279,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,16,3.5,,2.1,1595,306,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,17,3.5,,2.1,1755,337,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Electro Dragon,18,3.5,,2.1,1930,371,176,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,1,Melee: Short,,,129,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,2,Melee: Short,,,141,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,3,Melee: Short,,,156,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,4,Melee: Short,,,171,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,5,Melee: Short,,,188,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,6,Melee: Short,,,206,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,7,Melee: Short,,,227,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,8,Melee: Short,,,248,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,9,Melee: Short,,,273,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,10,Melee: Short,,,300,,,,,,,,,319,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,11,Melee: Short,,,330,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,12,Melee: Short,,,362,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,13,Melee: Short,,,398,,,,,,,,,423,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,14,Melee: Short,,,437,,,,,,,,,464,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,15,Melee: Short,,,479,,,,,,,,,509,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,16,Melee: Short,,,527,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,17,Melee: Short,,,580,,,,,,,,,616,,,,,,,,,,,,,,,,,,,,
Troop,Wall Breakers,18,Melee: Short,,,638,,,,,,,,,678,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,1,,3,,,33,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,2,,3,,,36,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,3,,3,,,39,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,4,,3,,,43,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,5,,3,,,48,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,6,,3,,,52,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,7,,3,,,58,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,8,,3,,,63,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,9,,3,,,69,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,10,,3,,,76,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,11,,3,,,84,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,12,,3,,,92,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,13,,3,,,101,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,14,,3,,,111,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,15,,3,,,122,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,16,,3,,,134,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,17,,3,,,148,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Ice Wizard,18,,3,,,163,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Firecracker,1,6,,3,119,25,8,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,2,6,,3,130,27,9,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,3,6,,3,143,30,10,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,4,6,,3,158,33,11,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,5,6,,3,173,36,12,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,6,6,,3,190,40,13,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,7,6,,3,209,44,14,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,8,6,,3,229,48,16,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,9,6,,3,252,53,17,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,10,6,,3,277,58,19,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,11,6,,3,304,64,21,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,12,6,,3,334,70,23,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,13,6,,3,367,77,25,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,14,6,,3,403,84,28,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,15,6,,3,442,93,31,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,16,6,,3,486,102,34,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,17,6,,3,535,112,37,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Firecracker,18,6,,3,589,123,41,,,,,,,,,,,,,,5,,,,,,,,,,,,,
Troop,Phoenix,1,Melee: Long,,1,411,85,85,,,,,,,64,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,2,Melee: Long,,1,452,93,93,,,,,,,70,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,3,Melee: Long,,1,497,102,102,,,,,,,77,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,4,Melee: Long,,1,546,113,113,,,,,,,85,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,5,Melee: Long,,1,600,124,124,,,,,,,93,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,6,Melee: Long,,1,657,136,136,,,,,,,102,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,7,Melee: Long,,1,723,149,149,,,,,,,112,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,8,Melee: Long,,1,793,164,164,,,,,,,123,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,9,Melee: Long,,1,871,180,180,,,,,,,135,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,10,Melee: Long,,1,957,198,198,,,,,,,149,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,11,Melee: Long,,1,1052,217,217,,,,,,,163,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,12,Melee: Long,,1,1154,238,238,,,,,,,179,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,13,Melee: Long,,1,1269,262,262,,,,,,,197,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,14,Melee: Long,,1,1393,288,288,,,,,,,216,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,15,Melee: Long,,1,1528,316,316,,,,,,,238,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,16,Melee: Long,,1,1680,347,347,,,,,,,261,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,17,Melee: Long,,1,1849,382,382,,,,,,,288,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix,18,Melee: Long,,1,2034,420,420,,,,,,,316,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,1,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,2,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,3,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,4,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,5,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,6,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,7,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,8,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,9,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,10,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,11,,,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,12,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,13,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,14,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,15,,,,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,16,,,,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,17,,,,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Phoenix Egg,18,,,,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,1,5,,1.1,508,73,66,,,,,,,158,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,2,5,,1.1,558,80,72,,,,,,,173,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,3,5,,1.1,614,88,80,,,,,,,191,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,4,5,,1.1,675,97,88,,,,,,,210,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,5,5,,1.1,741,106,96,,,,,,,230,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,6,5,,1.1,812,116,105,,,,,,,252,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,7,5,,1.1,894,128,116,,,,,,,278,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,8,5,,1.1,980,140,127,,,,,,,304,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,9,5,,1.1,1076,154,140,,,,,,,334,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,10,5,,1.1,1183,170,154,,,,,,,368,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,11,5,,1.1,1300,186,169,,,,,,,404,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,12,5,,1.1,1427,205,186,,,,,,,443,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,13,5,,1.1,1569,225,204,,,,,,,488,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,14,5,,1.1,1722,247,224,,,,,,,535,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,15,5,,1.1,1889,271,246,,,,,,,587,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,16,5,,1.1,2077,298,270,,,,,,,646,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,17,5,,1.1,2286,328,298,,,,,,,711,,,,,,,,,,,,,,,,,,,,
Troop,Goblin Demolisher,18,5,,1.1,2514,361,328,,,,,,,782,,,,,,,,,,,,,,,,,,,,
Spell,Earthquake,1,,3.5,,,,32,21,,,,,,,,,,,,,,112,,,,,,,,,,,,
Spell,Earthquake,2,,3.5,,,,35,23,,,,,,,,,,,,,,122,,,,,,,,,,,,
Spell,Earthquake,3,,3.5,,,,38,25,,,,,,,,,,,,,,133,,,,,,,,,,,,
Spell,Earthquake,4,,3.5,,,,42,28,,,,,,,,,,,,,,147,,,,,,,,,,,,
Spell,Earthquake,5,,3.5,,,,46,30,,,,,,,,,,,,,,161,,,,,,,,,,,,
Spell,Earthquake,6,,3.5,,,,51,34,,,,,,,,,,,,,,178,,,,,,,,,,,,
Spell,Earthquake,7,,3.5,,,,56,37,,,,,,,,,,,,,,196,,,,,,,,,,,,
Spell,Earthquake,8,,3.5,,,,61,40,,,,,,,,,,,,,,213,,,,,,,,,,,,
Spell,Earthquake,9,,3.5,,,,67,44,,,,,,,,,,,,,,234,,,,,,,,,,,,
Spell,Earthquake,10,,3.5,,,,74,49,,,,,,,,,,,,,,259,,,,,,,,,,,,
Spell,Earthquake,11,,3.5,,,,81,53,,,,,,,,,,,,,,283,,,,,,,,,,,,
Spell,Earthquake,12,,3.5,,,,89,58,,,,,,,,,,,,,,311,,,,,,,,,,,,
Spell,Earthquake,13,,3.5,,,,98,64,,,,,,,,,,,,,,343,,,,,,,,,,,,
Spell,Earthquake,14,,3.5,,,,108,71,,,,,,,,,,,,,,378,,,,,,,,,,,,
Spell,Earthquake,15,,3.5,,,,119,78,,,,,,,,,,,,,,416,,,,,,,,,,,,
Spell,Earthquake,16,,3.5,,,,130,85,,,,,,,,,,,,,,455,,,,,,,,,,,,
Spell,Earthquake,17,,3.5,,,,144,94,,,,,,,,,,,,,,504,,,,,,,,,,,,
Spell,Earthquake,18,,3.5,,,,158,103,,,,,,,,,,,,,,553,,,,,,,,,,,,
Tower Troop,Royal Chef,1,7.5,,1,1240,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,2,7.5,,1,1339,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,3,7.5,,1,1438,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,4,7.5,,1,1550,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,5,7.5,,1,1674,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,6,7.5,,1,1798,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Troop,Royal Chef,7,7.5,,1,1934,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
